day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-03-19,Spring Launch,Video,YouTube,Fresh Refresh,1092,117443,2043.96,26191,13,1318.26
2024-03-19,Spring Launch,Video,Connected TV,Spring Into Savings,65830,449,1240.4900254987488,20173,7,813.49
2024-03-19,Spring Launch,Video,ConnectedTV,New Arrivals,66126,614,1223.0800008268861,18226,10,1011.420079963335
2024-03-19,Spring Launch,Video,CTV,Fresh Refresh,60391,480,1132.66,15549,6,666.64
2024-03-20,Brand Awareness,Paid Search,google,Hero Brand,37838,1929,857.87,469,140,14902.76
2024-03-20,Brand Awareness,Paid Search,google,Our Story,45331,2065,1013.89,514,112,12927.01
2024-03-20,Brand Awareness,Paid Search,Goog,Why Choose Us,1984,39437,871.25,474,120,12118.35
2024-03-20,Brand Awareness,Paid Search,Bing Ads,Hero Brand,10678,410,235.55,116,28,2957.14
2024-03-20,Brand Awareness,Paid Search,Bing,Our Story,10515,515,236.66,136,22,2769.8
2024-03-20,Brand Awareness,Paid Search,Bing,Why Choose Us,11849,505,272.33,111,27,3184.36
2024-03-20,Brand Awareness,Paid Social,FB,Hero Brand,49483,1007,473.46,2226,22,1758.03
2024-03-20,Branding,Paid Social,Facebook,Our Story,994,59069,604.85,2558,23,1832.68
2024-03-20,Brand Awareness,paid social,FB,Why Choose Us,998,56547,552.79,2498,21,1836.33
03.20.2024,Brand Awareness,PaidSocial,Instagram,Hero Brand,33285,606,341.74,1133,16,1484.73
2024-03-20,BrandAwareness,Social,Instagram,Our Story,511,34477,360.89,1315,13,1194.59
2024-03-20,Brand Awareness,paid social,Instagram,Why Choose Us,629,38950,390.8600004255604,1586,15,1339.08
03/20/2024,brand awareness,Paid Social,TikTok,Hero Brand,23330,395,244.45,732,8,653.13
2024-03-20,Brand Awareness,Paid Social,TikTok,Our Story,20258,386,199.38000105330352,848,10,810.23
2024-03-20,Brand Awareness,Paid Social,TikTok,Why Choose Us,19371,291,186.09,711,8,724.29
2024-03-20,Brand Awareness,Display,Google Display Network,Hero Brand,145519,631,588.91,673,7,435.39
2024-03-20,Brand Awareness,display,google display,Our Story,158317,693,647.44,733,7,535.0
2024-03-20,Brand Awareness,Display,Google Display,Why Choose Us,162565,798,617.99,718,10,654.7
2024-03-20,Brand Awareness,Display Ads,The Trade Desk,Hero Brand,89043,419,344.12,536,4,328.15
2024-03-20,Brand Awareness,DISPLAY,The Trade Desk,Our Story,92375,440,362.95,375,5,328.79
2024-03-20,Brand Awareness,Display,The Trade Desk,Why Choose Us,91789,449,359.17,382,3,234.63006549233546
2024-03-20,Brand Awareness,Email,Mailchimp,Hero Brand,19704,4787,28.970006259253623,1905,260,28428.23
2024-03-20,brand awareness,Email,MAILCHIMP,Our Story,22563,4395,34.9,2152,193,16629.54
2024-03-20,Brand Awareness,eMail,Mailchimp,Why Choose Us,18700,4070,28.1,1568,190,16477.02
2024-03-20,Brand Awareness,Email,Klaviyo,Hero Brand,17407,4250,27.33,1723,202,17854.03
2024-03-20,Brand Awareness,Email,Klaviyo,Our Story,18498,3792,28.55,1501,195,17360.27
2024-03-20,Brand Awareness,Email,klaviyo,Why Choose Us,3036,15545,23.62,1174,112,12031.71
2024-03-20,Brand Awareness,Video,YouTube,Hero Brand,112193,789,2115.300002423213,26841,12,1164.35
2024-03-20,Brand Awareness,Video Ads,YouTube,Our Story,939,109170,1927.21,33327,18,1917.29
2024-03-20,brand_awareness,Video,YouTube,Why Choose Us,120664,1004,2187.450000523046,34813,13,1496.3
2024-03-20,brand_awareness,Video,Connected TV,Hero Brand,62265,523,1078.78,15646,10,1161.07
2024-03-20,Brand Awareness,video,Connected TV,Our Story,61965,535,1122.91,11925,6,648.54
03.20.2024,Branding,Video,Connected TV,Why Choose Us,59893,475,1037.91,18166,7,755.67
2024-03-20,Spring Launch,Paid Search,Google,Spring Into Savings,2414,46863,992.4200485473706,495,118,11973.47
2024-03-20,Spring Launch,PaidSearch,Google,New Arrivals,1964,41238,866.69,559,137,15042.93
2024-03-20,Spring,Paid Search,Google Ads,Fresh Refresh,2448,45460,1041.36,594,119,12954.000000662989
2024-03-20,SpringLaunch,Paid Search,Bing,Spring Into Savings,13147,520,288.0800456049094,182,30,3976.95
2024-03-20,spring launch,Paid Search,Bing,New Arrivals,11192,600,242.0,139,43,5650.610000155912
2024-03-20,Spring Launch,Paid Search,Bing,Fresh Refresh,12263,568,259.69,155,29.0,3913.63
2024-03-20,Spring Launch,Social Ads,Meta,Spring Into Savings,1176,55640,543.76,2432,24,2012.4
2024-03-20,spring_launch,Paid Social,FACEBOOK,New Arrivals,55986,1128,585.77,2284,26,2079.08
2024-03-20,Spring Launch,PaidSocial,Facebook,Fresh Refresh,53099,1022,546.26,2317,19,1489.25
2024-03-20,Spring Launch,Paid Social,Instagram,Spring Into Savings,603,40508,391.66,1486,19,1671.0
2024-03-20,Spring Launch,Paid Social,Insta,New Arrivals,36948,731,365.88,1060,21,1537.7
2024-03-20,Spring Launch,Paid Social,Instagram,Fresh Refresh,37823,699,385.91,1535,17,1537.2
2024-03-20,Spring Launch,Paid Social,TikTok,Spring Into Savings,20972,427,212.76,717,10,817.27
2024-03-20,Spring Launch,Paid Social,TikTok,New Arrivals,448,23214,227.92,952,8,738.87
20-03-2024,Spring Launch,Paid Social,TikTok,Fresh Refresh,19785,323,195.88000021046986,749,6,522.31
2024-03-20,SpringLaunch,Display,google_display_network,Spring Into Savings,130714,637,546.4,755,6,441.19000840521755
2024-03-20,Spring Launch,Display,Google Display Network,New Arrivals,699,150378,585.3400001351067,779,8,537.5
2024-03-20,spring launch,Display,Google Display Network,Fresh Refresh,860,158503,644.9100007313322,937,12.0,912.96
2024-03-20,Spring Launch,Display,TradeDesk,Spring Into Savings,82551,408,336.61,378,4,316.27
2024-03-20,Spring Launch,Display,The Trade Desk,New Arrivals,96552,413,375.44,366,4.0,268.75
2024-03-20,Spring Launch,Display,The Trade Desk,Fresh Refresh,84142,481,342.60000270974155,326,7,492.37
2024-03-20,SpringLaunch,Email,Mailchimp,Spring Into Savings,18558,3446,27.26,1503,123,12281.06
2024-03-20,Spring Launch,email,Mailchimp,New Arrivals,20711,3865,32.06,1407,137.0,12547.69
2024-03-20,Spring Launch,Email Marketing,Mailchimp,Fresh Refresh,3492,19655,28.15,1409,114,9617.05
2024-03-20,SpringLaunch,Email,Klaviyo,Spring Into Savings,14889,3361,22.03,1133,144,13818.43
2024-03-20,Spring Launch,Email,Klayvio,New Arrivals,18014,4403,26.39,1844,135,11606.53
2024-03-20,Spring Launch,Email,Klaviyo,Fresh Refresh,18383,4302,28.06000207371613,1843,169.0,14136.98
2024-03-20,Spring Launch,Video,YouTube,Spring Into Savings,114199,800,2119.92,34302,9,844.35
2024-03-20,Spring Launch,Video Ads,YouTube,New Arrivals,797,119750,2152.55,30793,13,1463.03
2024-03-20,Spring Launch,Video Ads,YouTube,Fresh Refresh,1043,120326,2249.45,36872,15,1641.5
2024-03-20,Spring Launch,online video,Connected TV,Spring Into Savings,63447,472,1194.69,19670,9,950.080000455303
2024-03-20,Spring Launch,Video,Connected TV,New Arrivals,65544,450,1202.44,19708,6,611.3
2024-03-20,Spring Launch,video,Connected TV,Fresh Refresh,54673,505,977.45,12063,10.0,1060.33
2024-03-21,Brand Awareness,paid search,Google,Hero Brand,38460,1627,824.63,539,96,12160.54
2024-03-21,Brand Awareness,Paid Search,Google,Our Story,1994,38487,861.22,547,135,17802.3
2024-03-21,Brand Awareness,Paid Search,Google,Why Choose Us,1848,44381,940.39,632,80,9258.240008585452
2024-03-21,Brand Awareness,paid_search,Bing,Hero Brand,10681,410,226.85,116,26,2962.53
2024-03-21,brand awareness,Search,Bing,Our Story,12782,623,278.96,149,47,5223.34
2024-03-21,Brand Awareness,SEM,Bing Ads,Why Choose Us,12431,611,271.36,179,37,4687.11
2024-03-21,Brand Awareness,Paid Social,Facebook,Hero Brand,55500,858,531.61,1881,25.0,2193.13
2024-03-21,Brand Awareness,Paid Social,FB,Our Story,58844,1147,594.32,2219,30,2460.62
2024-03-21,Brand Awareness,Paid Social,Facebook,Why Choose Us,49054,912,467.89,2142,29,2489.61
2024-03-21,Brand Awareness,Paid Social,Instagram,Hero Brand,36302,592,363.86,1315,15,1306.65
2024-03-21,Brand Awareness,Paid Social,Instagram,Our Story,604,39419,406.7,1387,14,1181.02
2024-03-21,Brand Awareness,Paid Social,Instagram,Why Choose Us,41740,785,424.11,1492,26,2297.4900067495096
2024-03-21,Brand Awareness,Paid Social,TIKTOK,Hero Brand,21677,342,216.31,833,6,558.310000673758
2024-03-21,Brand Awareness,Paid Social,Tik Tok,Our Story,22596,356,214.7,918,9,776.35
2024-03-21,Brand Awareness,Paid Social,TikTok,Why Choose Us,23777,395,229.55,764,8,640.25
2024-03-21,Brand Awareness,Display,Google Display Network,Hero Brand,129408,650,529.39,715,5,363.61
2024-03-21,brand_awareness,Display,Google Display Network,Our Story,130531,629,519.17,778,8,590.51
2024-03-21,Brand Awareness,Display,Google Display Network,Why Choose Us,163510,779,663.3,754,8,584.4
2024-03-21,Brand Awareness,Display,The Trade Desk,Hero Brand,500,87794,342.76,434,6,489.52000870148896
03.21.2024,Brand Awareness,Display Ads,The Trade Desk,Our Story,87090,437,345.5,407,6,410.96
2024-03-21,Brand Awareness,Display,The Trade Desk,Why Choose Us,89512,383,355.36,414,3,226.94
2024-03-21,Brand Awareness,Email,Mailchimp,Hero Brand,22013,5156,32.05,1627,271,22811.39
2024-03-21,Brand Awareness,Email,Mailchimp,Our Story,18329,4023,27.33,1569,133,13609.77
2024-03-21,Brand Awareness,EMAIL,MailChimp,Why Choose Us,18753,3979,29.43,1482,193,16937.9
2024-03-21,Brand Awareness,Email,Klaviyo,Hero Brand,17910,4036,26.82,1279,187,15794.65
2024-03-21,Brand Awareness,eMail,Klaviyo,Our Story,16798,3600,24.21,1572,182,15415.88
2024-03-21,Brand Awareness,Email,Klaviyo,Why Choose Us,15942,3324,23.08,1537,109,10981.3
2024-03-21,Branding,Video,YouTube,Hero Brand,102168,780,1897.52,23929,8,707.75
2024-03-21,Brand Awareness,Video,YouTube,Our Story,107635,888,1846.63,34219,16,1713.18
2024-03-21,Brand Awareness,Video,YOUTUBE,Why Choose Us,930,114188,1995.5300008563174,34164,14,1410.11
2024-03-21,Brand Awareness,Video,Connected TV,Hero Brand,60535,480,1068.91,12329,6,557.32
2024-03-21,Brand Awareness,Video,Connected TV,Our Story,64484,475,1163.75,18683,5,438.08
2024-03-21,Brand Awareness,Video,Connected TV,Why Choose Us,54160,390,941.48,12479,7,818.08
2024-03-21,Spring Launch,Paid Search,Google,Spring Into Savings,42108,2267,905.81,489,146.0,19614.63
2024-03-21,Spring Launch,paid_search,Google,New Arrivals,2235,41309,900.92,467,139,16384.93
2024-03-21,Spring Launch,Paid Search,Google,Fresh Refresh,39100,1539,869.2900718910789,440,75,7934.56
2024-03-21,Spring Launch,paid search,Bing,Spring Into Savings,611,12694,266.86,126,32,3356.46
2024-03-21,Spring Launch,Paid Search,Bing Ads,New Arrivals,13033,553,283.06,175,33,4300.54
2024-03-21,Spring Launch,Paid Search,Bing,Fresh Refresh,13195,538,278.06,147,34,3462.53
2024-03-21,Spring Launch,PaidSocial,Facebook,Spring Into Savings,1061,51194,529.9,1620,33,3016.56
03/21/2024,Spring Launch,Paid Social,Facebook,New Arrivals,47931,729,474.64,1405,19,1377.94
2024-03-21,spring launch,Social,Facebook,Fresh Refresh,50116,927,500.55,1955,28,2286.3
2024-03-21,Spring Launch,Paid Social,Instagram,Spring Into Savings,38347,711,378.93,1234,13,951.04
2024-03-21,Spring Launch,Social Ads,Instagram,New Arrivals,36347,612,365.35,1596,19,1465.8
2024-03-21,Spring Launch,Social,Instagram,Fresh Refresh,537,34236,352.6,1144,14.0,1062.27
2024-03-21,Spring Launch,Paid Social,TikTok,Spring Into Savings,375,21717,222.04,719,9,729.59
2024-03-21,Spring Launch,Paid Social,TikTok,New Arrivals,20459,307,213.65,908,9,829.5300070595435
2024-03-21,Spring Launch,Paid Social,TikTok,Fresh Refresh,19073,300,194.14,772,9,831.01
2024-03-21,Spring Launch,Display,Google Display Network,Spring Into Savings,811,156462,610.11,811,6,378.250085726642
2024-03-21,Spring Launch,Display,Google Display Network,New Arrivals,138047,797,568.09,819,9,695.5
2024-03-21,Spring Launch,Display,Google Display Network,Fresh Refresh,157966,879,651.09,835,12,953.94
2024-03-21,Spring Launch,Display,The Trade Desk,Spring Into Savings,87078,460,351.77,519,6.0,420.23
2024-03-21,Spring Launch,Display,TradeDesk,New Arrivals,90820,499,355.63,560,4,251.58
2024-03-21,spring launch,Display,the_trade_desk,Fresh Refresh,80940,441,324.27,325,6,477.99
2024-03-21,Spring Launch,Email,Mailchimp,Spring Into Savings,21214,4153,33.25,1601,131,13345.17
2024-03-21,Spring Launch,E-Mail,Mailchimp,New Arrivals,18861,4154,28.14,1614,122,11050.81
2024-03-21,Spring Launch,Email,Mailchimp,Fresh Refresh,18279,3646,26.05,1682,179,18764.96
2024-03-21,Spring Launch,Email,KLAVIYO,Spring Into Savings,18443,3807,27.1,1752,155,13597.4
2024-03-21,Spring Launch,Email,Klaviyo,New Arrivals,14887,2681,23.02,1131,140,12519.76
2024-03-21,Spring Launch,Email,Klaviyo,Fresh Refresh,16712,4073,24.200065458892805,1252,219,21652.47
03/21/2024,Spring Launch,Video,YouTube,Spring Into Savings,119676,941,2104.1300196359766,26282,18,2076.9
2024-03-21,Spring Launch,Video,YouTube,New Arrivals,105579,880,1915.74,32591,14.0,1215.39
2024-03-21,Spring Launch,Video,YouTube,Fresh Refresh,899,123757,2139.98,27278,16,1876.25
2024-03-21,Spring Launch,VIDEO,Connected TV,Spring Into Savings,405,57188,1042.77,17962,4,448.81
2024-03-21,spring launch,Video,Connected TV,New Arrivals,53256,375,983.4400007152656,13247,5,443.5
2024-03-21,Spring Launch,Video,ConnectedTV,Fresh Refresh,417,62349,1121.04,19459,5,538.37
2024-03-22,Brand Awareness,Paid Search,Google Ads,Hero Brand,37559,1433,829.09,429,79.0,9061.930000746865
2024-03-22,brand_awareness,Paid Search,Google,Our Story,1642,38151,830.61,432,88,9017.78
2024-03-22,Brand Awareness,Paid Search,Google,Why Choose Us,41663,2227,907.42,524,169,19215.54
2024-03-22,Brand Awareness,Paid Search,Bing,Hero Brand,12308,583,271.29,130,30,3082.64
2024-03-22,Brand Awareness,paid_search,Bing,Our Story,10524,510,229.34,101,40,5316.64
2024-03-22,brand_awareness,Paid Search,bing,Why Choose Us,11794,536,266.05,137,42,5350.33000070786
2024-03-22,Brand Awareness,Social,FB,Hero Brand,50751,907,511.27,1745,19,1418.71
03.22.2024,Brand Awareness,Social Ads,facebook,Our Story,60779,911,609.48,1859,29,2336.87
2024-03-22,Brand Awareness,paid social,Facebook,Why Choose Us,55343,1089,571.81,2621,24.0,1686.75
2024-03-22,Brand Awareness,Paid Social,Instagram,Hero Brand,41172,679,403.2300289746099,1912,20,1558.42
2024-03-22,Brand Awareness,Paid Social,Instagram,Our Story,38211,674,371.7,1258,19,1465.94
2024-03-22,Brand Awareness,Paid Social,Insta,Why Choose Us,37967,660,387.31,1329,21.0,1581.9
2024-03-22,Brand Awareness,paid_social,TikTok,Hero Brand,24034,429,244.66,1058,12,942.73
2024-03-22,Brand Awareness,Paid Social,TikTok,Our Story,23627,482,242.35,813,13,1093.4
2024-03-22,Brand Awareness,Paid Social,TikTok,Why Choose Us,374,19873,208.27,647,9,652.02
2024-03-22,Brand Awareness,display ads,Google Display Network,Hero Brand,155025,768,640.65,672,11,724.63
2024-03-22,Brand Awareness,Display,Google Display Network,Our Story,692,148982,591.61,898,7,503.29
2024-03-22,Brand Awareness,Display,Google Display Network,Why Choose Us,154430,891,598.95,867,11,756.12
2024-03-22,brand awareness,Display,The Trade Desk,Hero Brand,90408,510,378.62,394,6,479.4
2024-03-22,Brand Awareness,Display Ads,The Trade Desk,Our Story,93272,447,371.34,371,6,495.64
2024-03-22,Brand Awareness,Display,Trade Desk,Why Choose Us,99743,458,387.03,405,6,486.1
2024-03-22,BrandAwareness,Email,Mailchimp,Hero Brand,20048,4872,29.86,1533,211,17832.99
2024-03-22,Brand Awareness,EMAIL,Mailchimp,Our Story,22431,5261,33.52,1494,271,23061.38
2024-03-22,Brand Awareness,E-Mail,Mailchimp,Why Choose Us,3270,18792,28.740046973181883,1608,146,15842.83
2024-03-22,Brand Awareness,E-Mail,Klaviyo,Hero Brand,16324,3135,24.0,1143,138,14018.88
2024-03-22,Brand Awareness,Email,Klaviyo,Our Story,16635,2992,24.44,1689,136,12510.07
2024-03-22,BrandAwareness,eMail,Klaviyo,Why Choose Us,14844,3536,22.49,1057,162,15437.39
2024-03-22,Brand Awareness,Video,YouTube,Hero Brand,121204,829,2190.62,29286,16,1672.73
2024-03-22,Brand Awareness,Video,YouTube,Our Story,102673,768,1867.4,30792,9,786.87
2024-03-22,Branding,Video,YT,Why Choose Us,123463,948,2123.130069002602,24366,11,1276.3
2024-03-22,Brand Awareness,Video,connected_tv,Hero Brand,64961,550,1198.51,13112,7,622.71
2024-03-22,Brand Awareness,vid,CTV,Our Story,54120,446,944.21,12130,6,661.81
2024-03-22,Branding,Video,Connected TV,Why Choose Us,499,62129,1077.99,12577,6,528.81
2024-03-22,Spring Launch,Paid Search,Google,Spring Into Savings,44696,2064,998.57,454,155,19200.89
03/22/2024,Spring Launch,Paid Search,Google,New Arrivals,41000,1935,861.52,536,152,20159.38
2024-03-22,Spring Launch,SEM,Google,Fresh Refresh,45508,2359,998.98,463,184,18934.45
2024-03-22,Spring Launch,Paid Search,Bing,Spring Into Savings,11244,472,238.09,146,37,4321.73
2024-03-22,Spring Launch,Paid Search,Bing,New Arrivals,591,12286,267.93,176,33,3680.23
2024-03-22,Spring Launch,Paid Search,Bing,Fresh Refresh,11688,558,247.53,110,44,5265.13
2024-03-22,Spring Launch,Paid Social,Facebook,Spring Into Savings,883,59324,576.23,1782,26,2066.53
2024-03-22,spring launch,Social,Facebook,New Arrivals,922,51606,493.51,2088,30.0,2255.83
2024-03-22,Spring Launch,Paid Social,Facebook,Fresh Refresh,48234,771,470.85,1481,21,1777.56
2024-03-22,Spring Launch,Paid Social,Instagram,Spring Into Savings,36701,586,382.17,1470,11,996.07
2024-03-22,Spring Launch,Paid Social,IG,New Arrivals,36799,546,358.560002768152,1206,14.0,999.12
2024-03-22,Spring Launch,Paid Social,Insta,Fresh Refresh,38029,617,368.11000027086345,1331,18,1490.9000008307235
2024-03-22,Spring Launch,Paid Social,TikTok,Spring Into Savings,23517,443,232.87,873,8,632.4900033359314
2024-03-22,Spring Launch,Paid Social,TikTok,New Arrivals,391,22055,215.26000122634977,982,10,905.03
2024-03-22,Spring Launch,Paid Social,TikTok,Fresh Refresh,19797,316,191.73,795,9,684.45
2024-03-22,Spring Launch,Display,Google Display Network,Spring Into Savings,153058,704,640.4800008644133,880,9,634.24
2024-03-22,Spring Launch,Display,Google Display Network,New Arrivals,153751,780,615.4500078143659,911,11,690.87
2024-03-22,Spring Launch,Display,Google Display Network,Fresh Refresh,156554,704,597.8100075884311,687,8,579.41
2024-03-22,Spring Launch,display ads,The Trade Desk,Spring Into Savings,85975,429,329.63,394,5,370.13
2024-03-22,Spring Launch,Display,The Trade Desk,New Arrivals,93295,499,383.29,562,6,388.83
2024-03-22,Spring Launch,display,The Trade Desk,Fresh Refresh,89447,443,361.71,373,4,253.26
2024-03-22,Spring Launch,Email,Mailchimp,Spring Into Savings,18869,4266,27.64,1462,150,12967.050011309802
2024-03-22,Spring Launch,eMail,mail chimp,New Arrivals,4821,20157,31.65,1566,144,12354.87
2024-03-22,Spring Launch,Email Marketing,Mailchimp,Fresh Refresh,19720,3838,29.68,1218,173,15834.240000555488
2024-03-22,Spring Launch,Email,Klaviyo,Spring Into Savings,17328,3727,25.97,1612,177,19388.75
2024-03-22,Spring Launch,Email,Klaviyo,New Arrivals,18045,3374,27.96,1832,171,15509.08
2024-03-22,Spring Launch,Email,Klaviyo,Fresh Refresh,16224,3485,24.690000326100417,1094,165,14744.34003331657
2024-03-22,Spring Launch,vid,YouTube,Spring Into Savings,680,100910,1848.24,32006,13,1308.52
2024-03-22,Spring Launch,video,YouTube,New Arrivals,104489,844,1814.68,24714,17,1714.76
2024-03-22,Spring Launch,Video,YouTube,Fresh Refresh,110209,755,1956.94,28884,13,1190.89
2024-03-22,Spring Launch,vid,Connected TV,Spring Into Savings,496,56112,1014.36,13317,10.0,876.81
2024-03-22,Spring Launch,Video Ads,ctv,New Arrivals,66825,572,1212.2400019778481,14195,7,743.45
2024-03-22,Spring Launch,video,Connected TV,Fresh Refresh,55117,435,1037.9,16434,5,450.43
23-03-2024,Branding,Paid Search,Google,Hero Brand,33318,1633,734.59,340,81,9389.9
2024-03-23,BrandAwareness,Paid Search,Google,Our Story,1730,32062,723.88,344,97.0,10360.55
2024-03-23,BrandAwareness,Paid Search,Google,Why Choose Us,30275,1145,673.85,425,73,7677.81
2024-03-23,Brand Awareness,Paid Search,Bing Ads,Hero Brand,8535,439,179.68,111,21.0,2562.06
2024-03-23,Brand Awareness,Paid Search,Bing,Our Story,8452,443,188.3500077435102,92,21,2650.0
2024-03-23,Brand Awareness,Paid Search,BING,Why Choose Us,8240,356,184.62,75,28,3685.61
2024-03-23,Brand Awareness,Paid Social,Facebook,Hero Brand,884,57063,559.42,2209,19,1384.55
2024-03-23,Brand Awareness,Paid Social,Facebook,Our Story,63186,1003,643.87,1816,24,2260.86
2024-03-23,Brand Awareness,Paid Social,FB,Why Choose Us,956,58640,559.33,2502,25,1744.23
2024-03-23,Brand Awareness,Paid Social,Insta,Hero Brand,48479,925,493.65,2189,26,1938.52
2024-03-23,Brand Awareness,Social,Instagram,Our Story,43733,874,440.58,2061,26,1902.73
2024-03-23,Brand Awareness,Paid Social,IG,Why Choose Us,49034,733,495.54,2209,21,1577.93
2024-03-23,Brand Awareness,Social,TikTok,Hero Brand,24966,514,247.82,894,13,1138.56
2024-03-23,Branding,Paid Social,TikTok,Our Story,24255,397,251.24,808,8,607.34
2024-03-23,Brand Awareness,Paid Social,TikTok,Why Choose Us,28147,486,279.6700089589394,943,12,845.44
2024-03-23,Brand Awareness,display,Google Display Network,Hero Brand,133631,617,547.05,685,5,384.72
2024-03-23,Brand Awareness,Display,Google Display Network,Our Story,119308,576,460.18,729,8,518.97
2024-03-23,Brand Awareness,Banner,Google Display Network,Why Choose Us,116409,504,446.82,540,5,307.9600008104877
2024-03-23,Brand Awareness,Display,The Trade Desk,Hero Brand,83132,461,336.36,515,5,384.93
2024-03-23,Brand Awareness,Display,The Trade Desk,Our Story,86301,372,356.82,476,4,305.12
23-03-2024,Brand Awareness,Display,TTD,Why Choose Us,84813,368,349.20000087309495,435,3,216.21
2024-03-23,Brand Awareness,Email,Mailchimp,Hero Brand,12517,3086,19.05,1096,109,11786.34
2024-03-23,Brand Awareness,Email,MailChimp,Our Story,3198,13087,20.32,969,174.0,15072.14
2024-03-23,brand_awareness,Email,Mailchimp,Why Choose Us,11899,2831,17.31,909,138,11606.33
2024-03-23,Brand Awareness,E-Mail,Klayvio,Hero Brand,2570,11132,17.23,830,119,12571.51
2024-03-23,Brand Awareness,Email,Klaviyo,Our Story,10034,2261,15.13,689,68,5710.28
2024-03-23,brand awareness,E-Mail,Klaviyo,Why Choose Us,2121,9991,14.27,711,75,8201.9
2024-03-23,Branding,Video,YouTube,Hero Brand,108355,877,2008.42,20819,16,1617.75
2024-03-23,Brand Awareness,Video,YouTube,Our Story,109190,852,2024.24,32709,12,1371.28
2024-03-23,Brand Awareness,VIDEO,YouTube,Why Choose Us,93219,877,1630.99,29205,12,1294.55
2024-03-23,Brand Awareness,Video Ads,ctv,Hero Brand,51721,448,939.94,11085,6,665.88
2024-03-23,Brand Awareness,Video,ctv,Our Story,55227,432,988.61,14784,8.0,715.21
2024-03-23,BrandAwareness,Video,Connected TV,Why Choose Us,56756,500,1071.61,16625,6,650.31
2024-03-23,Spring Launch,Paid Search,Google,Spring Into Savings,1471,32372,745.7700191188783,377,77,9813.94
2024-03-23,Spring Launch,Paid Search,Google,New Arrivals,31818,1246,692.23,391,99,12904.64003354259
2024-03-23,Spring Launch,paid_search,Google,Fresh Refresh,33904,1599,776.59,313,114,14978.24
2024-03-23,Spring Launch,PaidSearch,bing,Spring Into Savings,479,8925,190.1,121,24,3009.84
2024-03-23,Spring Launch,Paid Search,Bing,New Arrivals,8793,386,183.92,106,20,2312.3
2024-03-23,Spring Launch,Paid Search,Bing,Fresh Refresh,9109,363,200.55,113,22,2687.45
2024-03-23,Spring Launch,Social Ads,Facebook,Spring Into Savings,60069,1153,625.96,2032,37,3252.88
2024-03-23,Spring Launch,PaidSocial,facebook,New Arrivals,68098,1327,685.9,2917,34,3109.06
2024-03-23,Spring Launch,Paid Social,Facebook,Fresh Refresh,69609,1084,668.6,3182,25,1984.78
2024-03-23,Spring Launch,Paid Social,Instagram,Spring Into Savings,39403,781,407.78,1281,22,1938.31
2024-03-23,Spring,paid_social,Instagram,New Arrivals,48241,923,500.86000293371575,1508,22,1881.23
2024-03-23,spring_launch,Paid Social,Instagram,Fresh Refresh,48892,994,489.51,1869,19,1685.59
2024-03-23,Spring Launch,Social,TikTok,Spring Into Savings,23966,390,241.47000066747432,863,8,697.68
03.23.2024,Spring Launch,Paid Social,TikTok,New Arrivals,27864,412,264.820005872745,919,11,933.25
2024-03-23,Spring Launch,Paid Social,TikTok,Fresh Refresh,575,28375,296.31,1160,13,994.59
2024-03-23,Spring Launch,Display,Google Display Network,Spring Into Savings,130966,749,532.22,775,7,445.0800466706819
2024-03-23,SpringLaunch,Display,Google Display Network,New Arrivals,146839,721,592.14,854,9,577.13
2024-03-23,Spring Launch,DISPLAY,Google Display Network,Fresh Refresh,136602,787,534.650080404758,591,10,791.35
03.23.2024,spring launch,Display,TradeDesk,Spring Into Savings,389,90591,358.41,551,5,332.94
2024-03-23,Spring Launch,Display,The Trade Desk,New Arrivals,82547,475,320.59,435,5,373.68
2024-03-23,Spring Launch,Banner,The Trade Desk,Fresh Refresh,435,85092,325.19,491,5,367.81
2024-03-23,Spring Launch,Email,MAILCHIMP,Spring Into Savings,12164,2560,17.91,1001,89,8984.69
2024-03-23,Spring Launch,Email,Mailchimp,New Arrivals,11869,2641,18.33,765,109,9865.76
2024-03-23,Spring,EMAIL,Mailchimp,Fresh Refresh,13336,3295,20.36,1087,176,15428.66
2024-03-23,Spring Launch,E-Mail,Klaviyo,Spring Into Savings,11330,2509,16.31,1015,103,11244.54
2024-03-23,Spring Launch,Email,Klaviyo,New Arrivals,9137,2209,13.89,634,101.0,10108.81
2024-03-23,Spring Launch,Email,Klaviyo,Fresh Refresh,1877,8916,13.0,761,62.0,5411.63
2024-03-23,Spring Launch,Video,YouTube,Spring Into Savings,106155,794,1817.86,32540,12,1256.27
2024-03-23,Spring,Video,YouTube,New Arrivals,97147,904,1719.45,28065,16,1496.97
2024-03-23,spring launch,VIDEO,YouTube,Fresh Refresh,107449,1002,2017.19,29911,14.0,1297.58
2024-03-23,Spring Launch,video,ConnectedTV,Spring Into Savings,53857,401,986.0,12573,4,423.0600552017754
2024-03-23,Spring Launch,Video,Connected TV,New Arrivals,49905,412,858.19,10432,5,474.48
2024-03-23,Spring Launch,online video,Connected TV,Fresh Refresh,54232,401,1004.7,12651,4,376.55
2024-03-24,Brand Awareness,Paid Search,Google,Hero Brand,29483,1291,661.27,439,58,7833.55
2024-03-24,Brand Awareness,Search,Google,Our Story,27137,1208,595.24,256,71,7898.36
2024-03-24,brand awareness,Paid Search,Google Ads,Why Choose Us,33733,1715,746.85,465,125,13029.37
